Project-Number,Name,Lat,Lng,Weather_Date,Weather_Type
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-05 15:00:00,good weather
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-05 18:00:00,good weather
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-06 06:00:00,Snow
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-06 09:00:00,Snow
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-06 12:00:00,good weather
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-06 15:00:00,High Wind
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-06 18:00:00,good weather
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-07 06:00:00,good weather
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-07 09:00:00,good weather
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-07 12:00:00,good weather
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-07 15:00:00,good weather
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-07 18:00:00,good weather
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-08 06:00:00,Snow
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-08 09:00:00,Snow
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-08 12:00:00,High Wind
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-08 15:00:00,good weather
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-08 18:00:00,good weather
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-09 06:00:00,Extreme Low Temperature
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-09 09:00:00,Extreme Low Temperature
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-09 12:00:00,good weather
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-09 15:00:00,good weather
20-134,Erie North Water Reclamation Facility,40.0876404,-105.0454163,2024-01-09 18:00:00,good weather
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-05 06:00:00,good weather
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-05 09:00:00,good weather
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-05 12:00:00,good weather
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-05 15:00:00,good weather
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-05 18:00:00,good weather
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-06 06:00:00,good weather
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-06 09:00:00,good weather
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-06 12:00:00,good weather
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-06 15:00:00,good weather
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-06 18:00:00,good weather
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-07 06:00:00,good weather
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-07 09:00:00,good weather
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-07 12:00:00,good weather
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-07 15:00:00,good weather
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-07 18:00:00,good weather
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-08 06:00:00,Rain
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-08 09:00:00,Rain
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-08 12:00:00,Rain
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-08 15:00:00,Rain
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-08 18:00:00,Rain
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-09 06:00:00,High Wind
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-09 09:00:00,Snow
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-09 12:00:00,High Wind
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-09 15:00:00,High Wind
20-137,Sister Grove 2.30 Dewatering Pkg.,33.23189719999999,-96.56158099999999,2024-01-09 18:00:00,High Wind
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-05 06:00:00,good weather
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-05 09:00:00,good weather
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-05 12:00:00,good weather
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-05 15:00:00,good weather
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-05 18:00:00,good weather
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-06 06:00:00,good weather
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-06 09:00:00,good weather
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-06 12:00:00,good weather
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-06 15:00:00,good weather
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-06 18:00:00,good weather
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-07 06:00:00,good weather
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-07 09:00:00,good weather
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-07 12:00:00,good weather
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-07 15:00:00,good weather
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-07 18:00:00,good weather
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-08 06:00:00,Rain
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-08 09:00:00,Rain
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-08 12:00:00,Rain
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-08 15:00:00,Rain
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-08 18:00:00,Rain
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-09 06:00:00,High Wind
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-09 09:00:00,Snow
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-09 12:00:00,High Wind
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-09 15:00:00,High Wind
20-138,Sister Grove 2.10 - Yard Pipe,33.23189719999999,-96.56158099999999,2024-01-09 18:00:00,High Wind
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-05 06:00:00,Rain
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-05 09:00:00,good weather
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-05 12:00:00,good weather
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-05 15:00:00,good weather
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-05 18:00:00,good weather
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-06 06:00:00,good weather
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-06 09:00:00,good weather
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-06 12:00:00,good weather
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-06 15:00:00,good weather
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-06 18:00:00,good weather
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-07 06:00:00,good weather
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-07 09:00:00,good weather
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-07 12:00:00,good weather
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-07 15:00:00,good weather
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-07 18:00:00,good weather
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-08 06:00:00,Rain
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-08 09:00:00,Rain
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-08 12:00:00,Rain
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-08 15:00:00,Rain
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-08 18:00:00,Rain
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-09 06:00:00,High Wind
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-09 09:00:00,Snow
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-09 12:00:00,High Wind
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-09 15:00:00,High Wind
20-140,South Mesquite Creek,32.7161822,-96.5482324,2024-01-09 18:00:00,good weather
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-05 06:00:00,good weather
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-05 09:00:00,good weather
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-05 12:00:00,High Wind
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-05 15:00:00,High Wind
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-05 18:00:00,good weather
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-06 06:00:00,good weather
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-06 09:00:00,good weather
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-06 12:00:00,good weather
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-06 15:00:00,High Wind
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-06 18:00:00,good weather
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-07 06:00:00,good weather
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-07 09:00:00,good weather
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-07 12:00:00,good weather
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-07 15:00:00,good weather
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-07 18:00:00,good weather
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-08 06:00:00,Rain
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-08 09:00:00,Rain
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-08 12:00:00,Rain
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-08 15:00:00,Rain
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-08 18:00:00,High Wind
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-09 06:00:00,High Wind
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-09 09:00:00,High Wind
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-09 12:00:00,High Wind
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-09 15:00:00,High Wind
20-143,Lake Georgetown Chemical Feed System,30.6662738,-97.7383673,2024-01-09 18:00:00,good weather
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-05 06:00:00,Snow
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-05 09:00:00,Snow
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-05 12:00:00,Snow
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-05 15:00:00,Snow
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-05 18:00:00,Snow
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-06 06:00:00,Snow
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-06 09:00:00,Snow
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-06 12:00:00,Extreme Low Temperature
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-06 15:00:00,Extreme Low Temperature
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-06 18:00:00,Extreme Low Temperature
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-07 06:00:00,Extreme Low Temperature
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-07 09:00:00,Extreme Low Temperature
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-07 12:00:00,Extreme Low Temperature
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-07 15:00:00,Extreme Low Temperature
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-07 18:00:00,Snow
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-08 06:00:00,Snow
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-08 09:00:00,Extreme Low Temperature
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-08 12:00:00,Extreme Low Temperature
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-08 15:00:00,Snow
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-08 18:00:00,Extreme Low Temperature
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-09 06:00:00,Extreme Low Temperature
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-09 09:00:00,Extreme Low Temperature
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-09 12:00:00,Extreme Low Temperature
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-09 15:00:00,good weather
20-156,Goose Pasture Tarn Dam Rehabilitation,39.45540199999999,-106.032505,2024-01-09 18:00:00,Extreme Low Temperature
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-05 06:00:00,good weather
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-05 09:00:00,Snow
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-05 12:00:00,Snow
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-05 15:00:00,Snow
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-05 18:00:00,Snow
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-06 06:00:00,good weather
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-06 09:00:00,good weather
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-06 12:00:00,good weather
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-06 15:00:00,good weather
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-06 18:00:00,good weather
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-07 06:00:00,good weather
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-07 09:00:00,good weather
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-07 12:00:00,good weather
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-07 15:00:00,good weather
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-07 18:00:00,good weather
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-08 06:00:00,good weather
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-08 09:00:00,good weather
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-08 12:00:00,Rain
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-08 15:00:00,Rain
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-08 18:00:00,Snow
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-09 06:00:00,Snow
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-09 09:00:00,High Wind
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-09 12:00:00,High Wind
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-09 15:00:00,High Wind
20-175,Armourdale  Unit and CID Unit Pump Station Modifications,39.0890506,-94.66471779999999,2024-01-09 18:00:00,High Wind
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-05 06:00:00,good weather
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-05 09:00:00,good weather
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-05 12:00:00,good weather
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-05 15:00:00,good weather
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-05 18:00:00,good weather
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-06 06:00:00,good weather
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-06 09:00:00,good weather
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-06 12:00:00,good weather
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-06 15:00:00,good weather
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-06 18:00:00,good weather
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-07 06:00:00,good weather
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-07 09:00:00,good weather
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-07 12:00:00,good weather
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-07 15:00:00,good weather
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-07 18:00:00,good weather
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-08 06:00:00,Rain
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-08 09:00:00,Rain
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-08 12:00:00,Rain
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-08 15:00:00,Rain
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-08 18:00:00,Rain
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-09 06:00:00,High Wind
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-09 09:00:00,Snow
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-09 12:00:00,High Wind
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-09 15:00:00,High Wind
20-187,Sister Grove 1.40 - Headworks,33.2330941,-96.5751391,2024-01-09 18:00:00,High Wind
21-015,Solids Dewatering Improvements Northeast WRRF,40.8825955,-96.62324219999999,2024-01-05 06:00:00,good weather
21-015,Solids Dewatering Improvements Northeast WRRF,40.8825955,-96.62324219999999,2024-01-05 09:00:00,good weather
21-015,Solids Dewatering Improvements Northeast WRRF,40.8825955,-96.62324219999999,2024-01-05 12:00:00,good weather
21-015,Solids Dewatering Improvements Northeast WRRF,40.8825955,-96.62324219999999,2024-01-05 15:00:00,good weather
21-015,Solids Dewatering Improvements Northeast WRRF,40.8825955,-96.62324219999999,2024-01-05 18:00:00,good weather
